Date,Close,eps_q,book_value,de_ratio,npm,gold,crudeoil,sp500,ndx,fed,MACD,rsi
2013-01-02,27.5,0.01709090909090909,185.98181818181823,0.022074138589927027,0.0038066161886386603,163.1699981689453,93.12000274658203,1462.4200439453125,2746.469970703125,0.17,0.0,100.0
2013-01-03,27.684999465942383,0.016976702512788055,184.73903191841387,0.02192663257840269,0.0037811792381047763,161.1999969482422,92.91999816894531,1459.3699951171875,2732.260009765625,0.17,0.004150629043582654,100.0
2013-01-04,27.844999313354492,0.016879152867300934,183.6775049783205,0.021800640193654335,0.0037594522452495654,160.44000244140625,93.08999633789062,1466.469970703125,2724.489990234375,0.16,0.010250310941131602,100.0
2013-01-07,27.860000610351562,0.01687006423917193,183.57860330052094,0.021788901576600975,0.0037574279574375856,159.42999267578125,93.19000244140625,1461.8900146484375,2724.219970703125,0.16,0.013314972861493857,100.0
2013-01-08,27.809999465942383,0.016900395865724026,183.90866947924584,0.021828077054312986,0.0037641836460932795,160.55999755859375,93.1500015258789,1457.1500244140625,2718.719970703125,0.15,0.012710290004392277,87.80465111951581
2013-01-09,27.315000534057617,0.017206662669253185,187.24143876999028,0.022223642663528744,0.0038323976987311723,160.49000549316406,93.0999984741211,1461.02001953125,2727.64990234375,0.14,-0.009058561752450345,39.77904278569637
2013-01-10,27.270000457763672,0.0172350565497036,187.55041856055126,0.02226031540275136,0.0038387217979587744,161.97999572753906,93.81999969482422,1472.1199951171875,2744.179931640625,0.14,-0.02490168716789043,37.89477065656911
2013-01-11,27.5049991607666,0.017087802739162144,185.9480151264783,0.022070126513178717,0.0038059243185465173,161.05999755859375,93.55999755859375,1472.050048828125,2748.260009765625,0.14,-0.023948109764052816,50.21093514850768
2013-01-14,27.334999084472656,0.017194074107980427,187.10445111758705,0.022207383631039336,0.0038295938794095873,161.5399932861328,94.13999938964844,1470.6800537109375,2735.699951171875,0.14,-0.03135771722732272,43.91140327416563
2013-01-15,27.239999771118164,0.017254038324123932,187.75697661432315,0.02228483172994077,0.0038429495619362888,162.55999755859375,93.27999877929688,1472.3399658203125,2722.97998046875,0.15,-0.041051027086339786,41.03446779011782
2013-01-16,27.174999237060547,0.01729530867323913,188.20607704102457,0.022338135354761292,0.0038521416053914985,162.64999389648438,94.23999786376953,1472.6300048828125,2734.72998046875,0.14,-0.050942800274967226,39.27389789196974
2013-01-17,27.25,0.01724770642201835,187.68807339449543,0.02227665362286214,0.0038415392729380976,163.35000610351562,95.48999786376953,1480.93994140625,2747.14990234375,0.14,-0.05338202204758247,42.13836553433348
2013-01-18,27.405000686645508,0.017150154651484156,186.6265233298207,0.02215065849346262,0.0038198118067763742,163.08999633789062,95.55999755859375,1485.97998046875,2743.239990234375,0.14,-0.04572717544045446,47.27795794653524
2013-01-22,27.4950008392334,0.01709401657225424,186.01563352934966,0.022078152125632685,0.003807308310323436,163.6699981689453,96.23999786376953,1492.56005859375,2746.18994140625,0.14,-0.0341874559717219,49.86378315900419
2013-01-23,27.229999542236328,0.017260374877016985,187.82593044362426,0.022293015843845982,0.0038443608867929457,163.2100067138672,95.2300033569336,1494.81005859375,2762.169921875,0.13,-0.04077417902226799,43.57142467888459
2013-01-24,27.28499984741211,0.021257101090107245,189.66465196776724,0.023478066241484102,0.004196837236734503,161.4199981689453,95.94999694824219,1494.8199462890625,2723.530029296875,0.15,-0.04192390639469323,39.847741538211295
2013-01-25,28.405000686645508,0.020418939833811888,182.1862304137526,0.02255233298119933,0.0040313571764056,160.64999389648438,95.87999725341797,1502.9599609375,2736.72998046875,0.14,0.02703028812478081,59.556323991027014
2013-01-28,28.010000228881836,0.020706890227082074,184.75544297439612,0.02287036874622682,0.004088207869625057,160.2899932861328,96.44000244140625,1500.1800537109375,2742.429931640625,0.14,0.05460149952125448,52.2658530190533
2013-01-29,27.799999237060547,0.02086330992508785,186.1510842453959,0.02304313134521364,0.004119090162105423,160.99000549316406,97.56999969482422,1507.8399658203125,2743.580078125,0.12,0.06165479355758663,49.8559046128663
2013-01-30,28.0,0.020714285714285713,184.82142857142858,0.022878536922015184,0.004089667977282657,162.19000244140625,97.94000244140625,1501.9599609375,2738.7099609375,0.12,0.07938401647218285,60.78737631539266
2013-01-31,28.059999465942383,0.02066999326582207,184.42623301832626,0.02282961675013385,0.0040809232196494126,161.1999969482422,97.48999786376953,1498.1099853515625,2731.530029296875,0.15,0.09610016707206981,62.382412715002445
2013-02-01,28.43000030517578,0.020400984656141877,182.0260268888521,0.022532501826945172,0.004027812245329709,161.4499969482422,97.7699966430664,1513.1700439453125,2763.9599609375,0.14,0.13271520046842866,63.90976451604206
2013-02-04,28.045000076293945,0.020681048258946736,184.5248702414644,0.02284182678102093,0.004083105831784565,162.0,96.16999816894531,1495.7099609375,2715.679931640625,0.13,0.1333823972476189,60.028243793181296
2013-02-05,28.100000381469727,0.020640569114813087,184.1636985675133,0.022797118331673118,0.00407511394339437,161.9600067138672,96.63999938964844,1511.2900390625,2754.989990234375,0.13,0.1361073534257251,62.28569622432987
2013-02-06,28.024999618530273,0.02069580759660389,184.6565591593537,0.02285812819040532,0.004086019800985093,162.38999938964844,96.62000274658203,1512.1199951171875,2746.35009765625,0.13,0.13141301889600854,62.108240434070275
2013-02-07,27.93000030517578,0.020766200990428155,185.28463814735466,0.022935876362941324,0.004099917726914385,161.83999633789062,95.83000183105469,1509.3900146484375,2746.5,0.13,0.11954813918489648,59.631714881614926
2013-02-08,28.184999465942383,0.020578322192301213,183.60830576751513,0.02272836778267458,0.004062824393602863,161.57000732421875,95.72000122070312,1517.9300537109375,2775.56005859375,0.14,0.1269816542863822,60.74377038705989
2013-02-11,28.06999969482422,0.02066262936607531,184.36052925765475,0.022821483462094377,0.004079469348374408,159.6999969482422,97.02999877929688,1517.010009765625,2774.639892578125,0.14,0.12307474506975069,57.86591172978826
2013-02-12,28.1299991607666,0.020618557316167147,183.96730019166378,0.022772806716250447,0.004070768104523247,159.88999938964844,97.51000213623047,1519.4300537109375,2762.6201171875,0.13,0.12292032512920059,63.04346263672777
2013-02-13,27.915000915527344,0.020777359160944277,185.38419596187353,0.022948200351306475,0.004102120709593792,159.0500030517578,97.01000213623047,1520.3299560546875,2773.77001953125,0.14,0.10575778842225247,58.72577509140479
